employerName,jobUrl,employerProfileId,applications,employerId,jobId,employerProfileName,jobTitle,maximumSalary,expirationDate,date,minimumSalary,currency,jobDescription,locationName
eFinancialCareers,https://www.reed.co.uk/jobs/settlements-analyst/54439951,,1,629474,54439951,,Settlements Analyst,,21/03/2025,07/02/2025,,,"Group Overview The TP ICAP Group is a world leading provider of market infrastructure. Our purpose is to provide clients with access to global financial and commodities markets, improving price discovery, liquidity, and distribution of data, through responsible and innovative solutions. Through our people and technology, we connect clients to superior liquidity and data solutions. The Group is home to a stable of premium brands. Collectively, TP... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/analyst-citi/54635325,,0,629474,54635325,,Analyst - Citi,,23/04/2025,12/03/2025,,,"Organization Overview: Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in analysis, problem solving and communication to Citi's Corporate Actions Team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Markets Ope... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/settlements-analyst/54424315,,1,629474,54424315,,Settlements Analyst,,18/03/2025,04/02/2025,,,"Group Overview The TP ICAP Group is a world leading provider of market infrastructure. Our purpose is to provide clients with access to global financial and commodities markets, improving price discovery, liquidity, and distribution of data, through responsible and innovative solutions. Through our people and technology, we connect clients to superior liquidity and data solutions. The Group is home to a stable of premium brands. Collectively, TP... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/architecture-analyst-mcgregor-boyall/54664373,,0,629474,54664373,,Architecture Analyst - McGregor Boyall,,29/04/2025,18/03/2025,,,"Data Analyst - RWA Architecture Belfast Based Role (3 days in office per week) Contract Position Duration: Until December 31, 2025 (extension possible) Day Rate: 650- 700 (Inside IR35) About the Role We are seeking an experienced Data Analyst to join the Markets Transformation Team at a leading investment bank in Belfast. This critical role will be responsible for driving technical data-centric deliverables with a focus on Credit RWA calculation... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/business-analyst-harvey-nash/54667326,,0,629474,54667326,,Business Analyst - Harvey Nash,,29/04/2025,18/03/2025,,,"Role: Business Analyst/Data Analyst - RWA Client: Tier 1 Investment Bank Role: Business Analyst/Data Analyst - RWA Rate: 600 - 750 per day Engagement: Contract Duration: 9 months rolling Location: Belfast (Hybrid - 3 days per week in the office) We are looking for an experienced Business Analyst/Data Analyst to join a Markets Transformation Team at a Tier 1 Investment Bank. This is a contract role with an immediate start, offering a competitive ... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/senior-cash-management-analyst-citi/54635318,,0,629474,54635318,,Senior Cash Management Analyst - Citi,,23/04/2025,12/03/2025,,,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in analysis, problem solving and communication to Citi's Cash Management Treasury team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Role Overview This is a sen... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/senior-it-business-analyst-citi/54611792,,0,629474,54611792,,Senior IT Business Analyst - Citi,,29/04/2025,09/03/2025,,,"Citi is a world-leading global bank. We have approximately 200 million customer accounts and a presence in more than 160 countries and jurisdictions worldwide. We provide consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. We enable clients to achieve... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/associate-vp-development-citi/54562033,,0,629474,54562033,,Associate VP Development - Citi,,23/04/2025,01/03/2025,,,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in ETL-Abinitio design, development and data processing solutions in Citi's FX Exposure management tech team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Team/... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/associate-vp-java-development-citi/54562038,,0,629474,54562038,,Associate VP Java Development - Citi,,23/04/2025,01/03/2025,,,"Are you looking for a career move that will put you at the heart of a global financial institution? Then bring your skills in Front-End User Interface and Backend services development in Citi's FX Exposure management tech team. By Joining Citi, you will become part of a global organisation whose mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. Team/Role ... ",Belfast
eFinancialCareers,https://www.reed.co.uk/jobs/svp-of-project-management-citi/54642281,,2,629474,54642281,,SVP of Project Management - Citi,,24/04/2025,13/03/2025,,,"Markets Operations at Citi has embarked on a significant, multi-year transformation covering all aspects of designing and delivering a future state target operating model: risk and controls, regulatory compliance, process re-engineering, automation, people and culture, data transformation, technology investment and client service. This is a large and complex undertaking. The Markets Operations Transformation team has been formed to support stake... ",Belfast
